player_name,format,country,matches_played,batting_innings,not_outs,runs_scored,highest_score,batting_average,balls_faced,batting_strike_rate,hundreds,fifties,overs_bowled,wickets,bowling_average,economy_rate,bowling_strike_rate,label
N J Maddinson,t20i,Australia,6,0,0,45,34,11.25,35,128.57,0,0,0.0,0,11.25,0.0,0.0,Batsman
M R Marsh*,t20i,Australia,85,0,14,2220,103,33.64,1567,141.67,1,13,50.0,17,22.76,7.74,17.65,Batsman
S E Marsh,t20i,Australia,15,0,1,255,47,18.21,248,102.82,0,0,0.0,0,18.21,0.0,0.0,Batsman
G J Maxwell*,t20i,Australia,130,0,18,2897,145,28.97,1876,154.42,5,12,188.2,51,29.9,8.1,22.14,All-Rounder
B R McDermott*,t20i,Australia,25,0,4,342,54,18.0,343,99.71,0,2,0.0,0,18.0,0.0,0.0,Batsman
C J McKay,t20i,Australia,6,0,2,19,7,9.5,22,86.36,0,0,22.7,4,45.75,8.07,34.0,Bowler
R P Meredith*,t20i,Australia,6,0,0,0,0,0.0,0,0.0,0,0,22.8,9,24.67,9.72,15.22,Bowler
J M Muirhead,t20i,Australia,5,0,1,4,3,4.0,8,50.0,0,0,15.0,6,18.17,7.27,15.0,Bowler
D P Nannes,t20i,Australia,15,0,3,16,12,16.0,11,0.0,0,0,53.0,27,14.93,7.6,11.78,Bowler
P M Nevill,t20i,Australia,9,0,4,25,10,25.0,11,227.27,0,0,0.0,0,25.0,0.0,0.0,Batsman
S N J O'Keefe,t20i,Australia,7,0,0,32,22,6.4,26,123.08,0,0,19.0,6,24.83,7.84,19.0,Bowler
M J Owen*,t20i,Australia,15,0,1,179,50,17.9,121,147.93,0,1,5.0,2,29.5,11.8,15.0,Batsman
T D Paine,t20i,Australia,10,0,1,47,21,7.83,40,117.5,0,0,0.0,0,7.83,0.0,0.0,Batsman
J R Philippe*,t20i,Australia,17,0,0,186,45,12.4,172,108.14,0,0,0.0,0,12.4,0.0,0.0,Batsman
R T Ponting,t20i,Australia,17,0,2,401,98,28.64,302,132.78,0,2,0.0,0,28.64,0.0,0.0,Batsman
M T Renshaw*,t20i,Australia,6,0,0,120,65,24.0,99,121.21,0,1,0.0,0,24.0,0.0,0.0,Batsman
J A Richardson*,t20i,Australia,18,0,5,45,11,15.0,51,88.24,0,0,66.0,19,29.26,8.42,20.84,Bowler
K W Richardson*,t20i,Australia,36,0,3,17,9,4.25,17,100.0,0,0,126.0,45,23.53,8.4,16.8,Bowler
D R Sams,t20i,Australia,10,0,3,106,41,26.5,62,170.97,0,0,30.0,7,43.57,10.17,25.71,Bowler
T Sangha*,t20i,Australia,7,0,1,2,2,0.0,4,50.0,0,0,28.0,10,24.9,8.89,16.8,Bowler
D J M Short,t20i,Australia,23,0,2,642,76,30.57,540,118.89,0,4,19.0,3,50.33,7.95,38.0,Batsman
M W Short*,t20i,Australia,24,0,2,416,66,20.8,277,150.18,0,1,18.0,9,22.89,11.44,12.0,Batsman
S P D Smith*,t20i,Australia,67,0,12,1094,90,25.44,872,125.46,0,5,48.5,17,22.18,7.77,17.12,Batsman
B Stanlake,t20i,Australia,19,0,1,9,7,9.0,12,75.0,0,0,70.0,27,20.15,7.77,15.56,Bowler
M A Starc*,t20i,Australia,65,0,11,98,14,9.8,100,98.0,0,0,243.0,79,23.86,7.76,18.46,Bowler
M P Stoinis*,t20i,Australia,87,0,24,1416,78,30.78,968,146.28,0,6,150.8,53,25.04,8.8,17.08,All-Rounder
M J Swepson,t20i,Australia,8,0,5,32,14,0.0,23,139.13,0,0,25.0,11,18.55,8.16,13.64,Bowler
A Symonds,t20i,Australia,14,0,4,337,85,48.14,199,169.35,0,2,30.8,8,34.63,8.98,23.13,Batsman
S W Tait,t20i,Australia,21,0,2,11,6,2.75,15,73.33,0,0,79.7,28,21.04,7.39,17.07,Bowler
A J Turner*,t20i,Australia,19,0,5,110,24,12.22,131,83.97,0,0,13.0,4,20.5,6.31,19.5,Batsman
A J Tye,t20i,Australia,32,0,7,83,20,10.38,76,109.21,0,0,113.8,47,21.21,8.76,14.53,Bowler
A C Voges,t20i,Australia,7,0,2,139,51,46.33,114,121.93,0,1,2.0,2,2.5,2.5,6.0,Batsman
M S Wade*,t20i,Australia,92,0,22,1202,80,26.13,896,134.15,0,3,0.0,0,26.13,0.0,0.0,Batsman
D A Warner,t20i,Australia,110,0,12,3277,100,33.44,2300,142.48,1,28,0.0,0,33.44,0.0,0.0,Batsman
S R Watson,t20i,Australia,58,0,6,1462,124,29.24,1006,145.33,1,10,155.0,48,24.73,7.66,19.38,All-Rounder
C L White,t20i,Australia,47,0,14,984,85,32.8,740,132.97,0,5,7.0,1,51.0,7.29,42.0,Batsman
A Zampa*,t20i,Australia,115,0,13,80,13,4.71,98,81.63,0,0,409.2,147,20.64,7.42,16.7,Bowler
J M Anderson,t20i,England,19,0,3,1,1,1.0,2,50.0,0,0,70.3,18,30.67,7.85,23.44,Bowler
J C Archer*,t20i,England,45,0,8,114,21,11.4,77,148.05,0,0,165.7,57,24.16,8.31,17.44,Bowler
J M Bairstow*,t20i,England,80,0,16,1671,90,29.84,1215,137.53,0,10,0.0,0,29.84,0.0,0.0,Batsman
T Banton*,t20i,England,35,0,5,696,73,25.78,463,150.32,0,4,0.0,0,25.78,0.0,0.0,Batsman
I R Bell,t20i,England,8,0,1,188,60,26.86,163,115.34,0,1,0.0,0,26.86,0.0,0.0,Batsman
J G Bethell*,t20i,England,31,0,5,697,105,29.04,465,149.89,1,3,15.5,8,16.88,8.71,11.63,Batsman
S W Billings,t20i,England,36,0,5,474,87,17.56,362,130.94,0,2,0.0,0,17.56,0.0,0.0,Batsman
R S Bopara,t20i,England,38,0,10,711,65,28.44,609,116.75,0,3,53.7,16,24.19,7.21,20.13,Batsman
T T Bresnan,t20i,England,34,0,9,216,47,16.62,170,127.06,0,0,110.5,24,36.96,8.03,27.63,Bowler
D R Briggs,t20i,England,7,0,1,0,0,0.0,0,0.0,0,0,18.0,5,39.8,11.06,21.6,Bowler
S C J Broad,t20i,England,56,0,10,118,18,7.38,118,100.0,0,0,195.5,65,22.94,7.63,18.05,Bowler
H C Brook*,t20i,England,63,0,12,1303,100,30.3,847,153.84,1,6,0.0,0,30.3,0.0,0.0,Batsman
J C Buttler*,t20i,England,155,0,23,4037,101,33.64,2731,147.82,1,28,0.0,0,33.64,0.0,0.0,Batsman
B A Carse*,t20i,England,14,0,3,46,31,9.2,37,124.32,0,0,44.7,20,20.6,9.22,13.4,Bowler
P D Collingwood,t20i,England,35,0,2,583,79,18.81,459,127.02,0,3,37.0,16,20.56,8.89,13.88,Batsman
J M Cox*,t20i,England,6,0,0,88,55,22.0,67,131.34,0,1,0.0,0,22.0,0.0,0.0,Batsman
S M Curran*,t20i,England,75,0,15,696,58,20.47,544,127.94,0,2,211.5,66,27.98,8.73,19.23,All-Rounder
T K Curran,t20i,England,30,0,7,64,14,10.67,56,114.29,0,0,98.0,29,31.28,9.26,20.28,Bowler
S M Davies,t20i,England,5,0,0,102,33,20.4,82,124.39,0,0,0.0,0,20.4,0.0,0.0,Batsman
L A Dawson*,t20i,England,32,0,3,79,34,11.29,69,114.49,0,0,99.2,32,24.06,7.76,18.59,Bowler
J L Denly,t20i,England,13,0,2,125,30,12.5,118,105.93,0,0,12.0,7,13.29,7.75,10.29,Bowler
J W Dernbach,t20i,England,34,0,2,24,12,4.8,21,0.0,0,0,117.0,39,26.15,8.72,18.0,Bowler
B M Duckett*,t20i,England,21,0,2,527,84,27.74,344,153.2,0,3,0.0,0,27.74,0.0,0.0,Batsman
S T Finn,t20i,England,21,0,3,14,8,0.0,19,73.68,0,0,80.0,27,21.59,7.29,17.78,Bowler
A Flintoff,t20i,England,7,0,1,76,31,12.67,60,126.67,0,0,25.0,5,32.2,6.44,30.0,Bowler
J S Foster,t20i,England,5,0,2,37,14,12.33,32,115.63,0,0,0.0,0,12.33,0.0,0.0,Batsman
R J Gleeson,t20i,England,6,0,0,2,2,1.0,4,50.0,0,0,21.0,9,20.78,8.9,14.0,Bowler
L Gregory,t20i,England,9,0,1,45,15,7.5,41,109.76,0,0,13.0,2,58.5,9.0,39.0,Batsman
A D Hales,t20i,England,75,0,8,2074,116,30.96,1499,138.36,1,12,0.0,0,30.96,0.0,0.0,Batsman
W G Jacks*,t20i,England,40,0,6,630,53,22.5,428,147.2,0,1,36.0,16,19.5,8.67,13.5,Batsman
C J Jordan*,t20i,England,95,0,25,439,36,13.72,340,129.12,0,0,325.5,108,26.36,8.75,18.08,All-Rounder
C Kieswetter,t20i,England,25,0,1,526,63,21.92,470,111.91,0,3,0.0,0,21.92,0.0,0.0,Batsman
L S Livingstone*,t20i,England,60,0,9,955,103,25.13,642,148.75,1,2,96.0,33,25.39,8.73,17.45,All-Rounder
M J Lumb,t20i,England,27,0,1,552,63,21.23,413,133.66,0,3,0.0,0,21.23,0.0,0.0,Batsman
S Mahmood*,t20i,England,19,0,4,35,12,7.0,45,77.78,0,0,63.0,21,27.9,9.3,18.0,Bowler
D J Malan*,t20i,England,62,0,8,1892,103,36.38,1428,132.49,1,16,2.0,1,27.0,13.5,12.0,Batsman
A D Mascarenhas,t20i,England,14,0,5,123,31,15.38,100,123.0,0,0,42.0,12,25.75,7.36,21.0,Bowler
T S Mills*,t20i,England,15,0,2,8,7,2.67,12,66.67,0,0,50.7,14,32.93,9.1,21.71,Bowler
Moeen Ali*,t20i,England,92,0,17,1229,72,21.19,862,142.58,0,7,166.5,51,27.14,8.31,19.59,All-Rounder
E J G Morgan,t20i,England,115,0,20,2458,91,28.58,1805,136.18,0,14,0.0,0,28.58,0.0,0.0,Batsman
J Overton*,t20i,England,24,0,5,88,19,8.8,84,104.76,0,0,57.8,25,19.08,8.25,13.88,Bowler
M W Parkinson,t20i,England,6,0,0,5,5,1.25,11,45.45,0,0,20.0,7,28.29,9.9,17.14,Bowler
S D Parry,t20i,England,5,0,0,1,1,1.0,1,100.0,0,0,16.0,3,46.0,8.63,32.0,Bowler
S R Patel,t20i,England,18,0,2,189,67,15.75,173,109.25,0,1,42.0,7,45.86,7.64,36.0,Batsman
K P Pietersen,t20i,England,37,0,5,1176,79,37.94,831,141.52,0,7,5.0,1,53.0,10.6,30.0,Batsman
L E Plunkett,t20i,England,22,0,4,42,18,6.0,34,123.53,0,0,79.3,25,25.08,7.9,19.04,Bowler
M J Prior,t20i,England,10,0,2,127,32,21.17,100,127.0,0,0,0.0,0,21.17,0.0,0.0,Batsman
A U Rashid*,t20i,England,145,0,22,163,22,7.41,182,89.56,0,0,506.0,163,23.25,7.49,18.63,Bowler
Rehan Ahmed*,t20i,England,13,0,4,74,19,14.8,52,142.31,0,0,38.0,15,24.07,9.5,15.2,Bowler
J E Root*,t20i,England,32,0,5,893,90,35.72,707,126.31,0,5,14.0,6,23.17,9.93,14.0,Batsman
J J Roy,t20i,England,64,0,1,1522,78,24.16,1106,137.61,0,8,0.0,0,24.16,0.0,0.0,Batsman
P D Salt*,t20i,England,60,0,6,1717,141,34.34,1035,165.89,4,8,0.0,0,34.34,0.0,0.0,Batsman
O A Shah,t20i,England,17,0,1,347,55,24.79,284,122.18,0,1,0.0,0,24.79,0.0,0.0,Batsman
R J Sidebottom,t20i,England,18,0,1,5,5,0.0,4,125.0,0,0,61.2,23,19.0,7.14,15.96,Bowler
J L Smith*,t20i,England,5,0,0,130,60,26.0,67,194.03,0,1,0.0,0,26.0,0.0,0.0,Batsman
B A Stokes*,t20i,England,43,0,9,585,52,21.67,457,128.01,0,1,102.0,26,32.92,8.39,23.54,Batsman
G P Swann,t20i,England,39,0,11,104,34,20.8,89,116.85,0,0,135.0,51,16.84,6.36,15.88,Bowler
R J W Topley*,t20i,England,35,0,8,17,9,8.5,20,85.0,0,0,117.7,33,29.64,8.31,21.39,Bowler
J C Tredwell,t20i,England,17,0,3,32,22,10.67,20,160.0,0,0,52.8,7,59.43,7.87,45.29,Bowler
I J L Trott,t20i,England,7,0,1,138,51,23.0,144,95.83,0,1,0.0,0,23.0,0.0,0.0,Batsman
J M Vince,t20i,England,17,0,0,463,59,27.24,361,128.25,0,2,0.0,0,27.24,0.0,0.0,Batsman
D J Willey*,t20i,England,43,0,11,226,33,15.07,173,130.64,0,0,144.2,51,23.14,8.18,16.96,Bowler
C R Woakes,t20i,England,33,0,8,147,37,16.33,117,125.64,0,0,101.8,31,26.52,8.07,19.71,Bowler
L Wood*,t20i,England,16,0,1,4,3,4.0,5,80.0,0,0,48.0,19,22.47,8.9,15.16,Bowler
M A Wood*,t20i,England,38,0,5,27,10,13.5,28,96.43,0,0,129.3,54,20.24,8.45,14.37,Bowler
L J Wright,t20i,England,51,0,4,759,99,18.98,554,137.0,0,4,55.0,18,25.83,8.45,18.33,Batsman
M H Yardy,t20i,England,14,0,5,96,35,32.0,72,133.33,0,0,46.0,11,27.18,6.5,25.09,Bowler
Abhishek Sharma*,t20i,India,46,0,2,1438,135,33.44,755,190.46,2,10,27.5,7,34.14,8.69,23.57,Batsman
K K Ahmed*,t20i,India,18,0,2,1,1,0.0,2,50.0,0,0,66.0,16,35.13,8.52,24.75,Bowler
Arshdeep Singh*,t20i,India,84,0,14,89,12,5.93,86,103.49,0,0,293.3,127,19.7,8.53,13.86,Bowler
